WARNING:scraper:Empty parse for query=AAA period=2025-2 (len=43686, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MPU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MPV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MPW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MPX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MPY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MPZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MTZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC0 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC2 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC5 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC6 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC93 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC97 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC98 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUC99 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MUZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MV period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MW period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MX period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MY period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=MZ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:ignoring cached non-html payload for https://buscacursos.uc.cl/?cxml_semestre=2026-1&cxml_sigla=N
WARNING:scraper:Empty parse for query=NFA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NFZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NGZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NI period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NK period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NM period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NON period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NOZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NQ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NS period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NTZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NV period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NW period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NX period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NY period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=NZ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:ignoring cached non-html payload for https://buscacursos.uc.cl/?cxml_semestre=2026-1&cxml_sigla=O
WARNING:scraper:Empty parse for query=OA period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODO0 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODO39 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODO8 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODO9 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=ODZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OE period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OG period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OH period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OI period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OJ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OK period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OLZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OME period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OML period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OMZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OO period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OP period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OQ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OS period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OT period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OU period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OV period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OW period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OX period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OY period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=OZ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:ignoring cached non-html payload for https://buscacursos.uc.cl/?cxml_semestre=2026-1&cxml_sigla=P
WARNING:scraper:Empty parse for query=PB period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PC period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PD period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PF period=2026-1 (len=43749, rowPar=False, rowImpar=False)
